Time - milli sec,Voltage,Current,Remained Battery - Arbitrary,Consumed Current,Lidar Distance - in mm,Throttle,PWM Value
1418,0,0,0,0,0,0,0
1438,16.13,0.24,100,0,479,328,335
1523,16.13,0.24,100,0,485,328,335
1619,16.16,0.59,100,0,486,328,335
1713,16.13,0.12,100,0,490,328,335
1808,16.13,0.12,100,0,486,328,335
1903,16.15,0.12,100,0,487,328,335
1998,16.15,0.59,100,0,489,1101,1127
2093,16.15,0.59,100,0,488,1101,1127
2188,16.13,0.12,100,0,488,1101,1127
2283,16.15,0.71,100,0,488,1101,1127
2377,16.15,0.59,100,0,488,1101,1127
2472,16.15,0.12,100,0,488,1101,1127
2567,16.15,0.12,100,0.01,486,1101,1127
2662,16.15,0.24,100,0.01,487,1101,1127
2757,16.15,0.24,100,0.01,488,1101,1127
2852,16.16,0.59,100,0.01,488,1101,1127
2947,16.11,0.24,100,0.01,488,1101,1127
3042,16.15,0.47,100,0.01,487,1101,1127
3137,16.11,0.12,100,0.01,487,1101,1127
3232,16.15,0.71,100,0.01,488,1101,1127
3326,16.15,0.24,100,0.01,488,1101,1127
3421,16.15,0.24,100,0.01,488,1101,1127
3516,16.1,0.12,100,0.01,488,1101,1127
3611,16.11,0.12,100,0.01,490,1101,1127
3706,16.15,0.35,100,0.01,490,1101,1127
3801,16.11,0.71,100,0.01,489,1216,1244
3896,16.15,0.12,100,0.01,488,1217,1245
3991,15.84,6.82,100,0.02,489,1224,1253
4086,15.96,5.64,100,0.02,488,1227,1256
4181,15.7,5.76,100,0.03,490,1225,1254
4276,15.89,4.58,100,0.04,489,1222,1251
4371,15.99,4,100,0.04,486,1221,1249
4465,16.03,4.23,100,0.04,489,1229,1258
4560,16.03,4.94,100,0.05,489,1236,1265
4655,15.7,6.46,100,0.06,488,1238,1267
4750,16.01,5.17,100,0.06,488,1239,1268
4845,15.67,5.05,99.99,0.07,489,1239,1268
4940,15.8,4.94,99.99,0.07,489,1243,1272
5035,15.98,5.52,99.99,0.08,488,1248,1277
5130,15.94,6.93,99.99,0.09,485,1248,1277
5225,15.63,6.7,99.99,0.1,489,1248,1277
5320,15.67,7.64,99.99,0.1,490,1248,1277
5414,15.82,5.76,99.99,0.11,487,1251,1280
5509,15.91,5.41,99.99,0.12,489,1255,1284
5604,16.06,7.05,99.99,0.12,490,1259,1288
5699,15.86,7.64,99.99,0.13,488,1259,1288
5794,15.87,7.64,99.99,0.14,489,1259,1288
5889,15.91,6.58,99.99,0.15,491,1259,1288
5984,15.8,6.58,99.99,0.16,489,1260,1289
6079,15.38,7.87,99.99,0.16,490,1260,1289
6174,15.82,7.52,99.99,0.17,488,1263,1292
6268,15.91,5.99,99.99,0.18,492,1267,1297
6363,15.7,8.23,99.99,0.19,490,1268,1298
6458,15.74,7.76,99.98,0.2,490,1269,1299
6553,15.58,7.52,99.98,0.21,491,1273,1303
6648,15.82,8.93,99.98,0.22,488,1278,1308
6743,15.87,8.58,99.98,0.22,488,1278,1308
6838,15.98,7.17,99.98,0.23,490,1278,1308
6933,15.87,8.34,99.98,0.24,490,1280,1310
7028,15.96,9.17,99.98,0.25,490,1284,1314
7123,15.8,9.64,99.98,0.26,488,1285,1315
7218,15.31,11.16,99.98,0.28,490,1289,1319
7312,15.55,11.4,99.98,0.29,491,1294,1324
7407,15.62,10.46,99.98,0.3,490,1296,1326
7502,15.94,10.93,99.98,0.31,489,1296,1326
7597,15.58,9.75,99.98,0.32,490,1298,1328
7692,15.44,10.34,99.97,0.33,490,1298,1328
7787,15.65,9.05,99.97,0.34,490,1298,1328
7881,15.03,11.87,99.97,0.36,491,1301,1331
7976,15.39,11.99,99.97,0.37,498,1304,1334
8071,15.7,11.05,99.97,0.38,504,1305,1335
8166,15.6,11.52,99.97,0.4,517,1304,1334
8261,15.62,11.75,99.97,0.41,529,1304,1334
8356,15.2,11.99,99.97,0.42,548,1282,1312
8451,15.63,8.7,99.97,0.43,571,1282,1312
8546,15.77,9.05,99.97,0.44,583,1296,1326
8641,15.55,11.99,99.96,0.46,591,1300,1330
8736,15.6,10.81,99.96,0.47,596,1300,1330
8830,15.96,11.4,99.96,0.48,602,1300,1330
8926,15.38,11.63,99.96,0.49,610,1301,1331
9020,15.43,14.1,99.96,0.51,618,1301,1331
9115,15.22,11.52,99.96,0.52,625,1284,1314
9210,15.7,8.46,99.96,0.53,621,1277,1307
9305,15.94,9.75,99.96,0.54,619,1277,1307
9400,15.39,8.7,99.96,0.55,612,1289,1319
9495,15.46,10.46,99.96,0.56,601,1291,1321
9590,15.12,13.4,99.96,0.58,592,1292,1322
9685,15.84,10.58,99.95,0.59,583,1292,1322
9780,15.99,8.46,99.95,0.6,579,1292,1322
9875,15.75,9.64,99.95,0.61,581,1292,1322
9969,15.8,9.17,99.95,0.62,586,1292,1322
10065,15.7,10.46,99.95,0.63,585,1292,1322
10159,15.44,11.63,99.95,0.64,588,1280,1310
10255,15.84,8.34,99.95,0.65,591,1277,1307
10349,15.36,9.75,99.95,0.66,587,1277,1307
10444,15.8,7.17,99.95,0.67,581,1280,1310
10539,15.86,10.34,99.95,0.68,573,1283,1313
10634,15.56,8.93,99.95,0.69,562,1296,1326
10729,15.48,11.4,99.95,0.71,553,1298,1328
10824,15.55,11.75,99.94,0.72,551,1298,1328
10919,15.58,10.46,99.94,0.73,552,1298,1328
11014,15.65,9.87,99.94,0.74,553,1285,1315
11109,15.72,8.7,99.94,0.75,562,1269,1299
11203,15.48,8.11,99.94,0.76,566,1275,1305
11298,16.1,7.4,99.94,0.77,564,1284,1314
11393,15.46,9.64,99.94,0.78,554,1286,1316
11488,15.77,9.28,99.94,0.79,549,1289,1319
11583,15.38,9.17,99.94,0.8,535,1305,1335
11678,15.86,12.93,99.94,0.81,530,1309,1340
11773,15.62,12.46,99.94,0.83,533,1302,1332
11868,15.5,10.46,99.94,0.84,546,1292,1322
11963,15.39,10.58,99.93,0.85,564,1292,1322
12057,15.86,10.34,99.93,0.86,578,1291,1321
12152,15.67,9.05,99.93,0.87,597,1291,1321
12247,15.67,9.28,99.93,0.88,607,1291,1321
12342,15.84,8.23,99.93,0.89,613,1292,1322
12437,16.11,9.17,99.93,0.9,617,1292,1322
12532,15.65,8.81,99.93,0.91,614,1291,1321
12627,15.92,7.52,99.93,0.92,615,1291,1321
12722,15.89,8.58,99.93,0.93,612,1291,1321
12817,15.89,8.81,99.93,0.94,612,1291,1321
12912,15.89,10.69,99.93,0.95,611,1292,1322
13007,15.94,7.99,99.93,0.96,610,1291,1321
13102,15.79,9.64,99.93,0.97,608,1291,1321
13197,15.87,9.28,99.92,0.98,608,1291,1321
13292,15.98,8.81,99.92,0.99,608,1288,1318
13387,15.74,9.05,99.92,1,608,1288,1318
13481,15.43,9.75,99.92,1.01,605,1288,1318
13576,15.51,10.22,99.92,1.02,607,1288,1318
13671,15.92,9.28,99.92,1.03,600,1288,1318
13766,15.6,8.58,99.92,1.04,598,1288,1318
13861,15.67,9.28,99.92,1.05,596,1287,1317
13956,15.82,6.93,99.92,1.06,595,1288,1318
14051,15.82,10.22,99.92,1.07,594,1288,1318
14146,15.99,9.4,99.92,1.08,593,1287,1317
14241,15.6,9.52,99.92,1.09,591,1287,1317
14336,15.43,8.81,99.92,1.1,589,1287,1317
14431,15.65,9.52,99.91,1.11,586,1286,1316
14526,15.8,10.69,99.91,1.13,586,1284,1314
14620,15.6,9.4,99.91,1.14,582,1284,1314
14715,15.48,8.46,99.91,1.15,578,1283,1313
14810,16.01,7.76,99.91,1.16,573,1283,1313
14905,15.92,9.64,99.91,1.17,570,1283,1313
15000,15.65,10.69,99.91,1.18,563,1283,1313
15095,15.82,8.11,99.91,1.19,557,1283,1313
15190,15.7,9.05,99.91,1.2,551,1284,1314
15285,15.89,7.87,99.91,1.21,542,1284,1314
15380,15.91,7.87,99.91,1.21,535,1283,1313
15475,15.44,9.64,99.91,1.23,528,1283,1313
15570,15.79,9.17,99.9,1.24,526,1284,1314
15664,15.74,9.52,99.9,1.25,524,1284,1314
15759,15.91,7.99,99.9,1.25,516,1284,1314
15854,16.03,7.99,99.9,1.26,511,1284,1314
15949,15.56,10.22,99.9,1.28,510,1284,1314
16044,15.84,8.7,99.9,1.28,505,1290,1320
16139,15.53,10.46,99.9,1.3,502,1292,1322
16234,15.55,11.05,99.9,1.31,501,1292,1322
16329,15.31,10.46,99.9,1.32,502,1292,1322
16424,15.62,11.16,99.9,1.33,503,1292,1322
16519,15.36,11.52,99.9,1.35,508,1287,1317
16614,15.72,9.17,99.9,1.36,514,1284,1314
16708,15.6,9.64,99.89,1.37,517,1285,1315
16804,15.74,8.81,99.89,1.38,518,1286,1316
16898,16.08,8.34,99.89,1.39,516,1287,1317
16994,15.68,9.05,99.89,1.4,517,1289,1319
17088,15.72,9.28,99.89,1.41,517,1290,1320
17183,15.77,9.64,99.89,1.42,518,1290,1320
17278,15.43,9.28,99.89,1.43,519,1289,1319
17373,15.6,8.81,99.89,1.44,522,1289,1319
17468,15.56,9.05,99.89,1.45,524,1289,1319
17563,15.82,11.16,99.89,1.46,528,1289,1319
17658,15.75,11.16,99.89,1.47,526,1289,1319
17753,15.84,9.05,99.89,1.48,526,1289,1319
17848,16.03,6.82,99.89,1.49,528,1289,1319
17943,15.84,9.75,99.88,1.5,530,1289,1319
18038,15.94,10.22,99.88,1.51,524,1290,1320
18133,15.41,10.22,99.88,1.52,529,1291,1321
18228,15.82,9.87,99.88,1.53,529,1291,1321
18323,15.65,10.58,99.88,1.55,527,1292,1322
18418,16.01,9.64,99.88,1.56,532,1292,1322
18513,15.8,8.81,99.88,1.57,537,1292,1322
18608,15.72,8.58,99.88,1.58,542,1292,1322
18703,15.65,10.22,99.88,1.59,545,1292,1322
18798,15.87,8.81,99.88,1.6,548,1292,1322
18893,15.65,8.11,99.88,1.61,555,1292,1322
18988,15.51,9.75,99.88,1.62,559,1292,1322
19083,15.86,9.52,99.87,1.63,564,1292,1322
19177,15.36,11.99,99.87,1.64,568,1292,1322
19272,15.7,9.05,99.87,1.65,567,1292,1322
19367,15.77,9.87,99.87,1.66,571,1292,1322
19462,15.82,8.81,99.87,1.67,572,1292,1322
19557,15.99,9.64,99.87,1.68,572,1293,1323
19652,15.7,10.81,99.87,1.69,571,1293,1323
19747,15.68,8.46,99.87,1.7,574,1294,1324
19842,15.99,8.58,99.87,1.71,574,1294,1324
19937,15.62,10.81,99.87,1.72,580,1294,1324
20032,15.99,8.7,99.87,1.73,582,1294,1324
20127,15.86,9.17,99.87,1.74,586,1294,1324
20222,15.48,9.75,99.86,1.76,591,1293,1323
20317,15.91,10.46,99.86,1.77,596,1294,1324
20412,15.82,8.7,99.86,1.78,600,1294,1324
20507,15.65,10.69,99.86,1.79,601,1294,1324
20602,15.99,7.87,99.86,1.8,609,1294,1324
20697,15.39,11.75,99.86,1.81,608,1294,1324
20792,15.29,11.16,99.86,1.82,611,1294,1324
20887,15.56,12.22,99.86,1.84,617,1294,1324
20982,15.51,9.99,99.86,1.85,618,1294,1324
21077,16.01,6.93,99.86,1.86,618,1294,1324
21171,15.63,11.05,99.86,1.87,622,1294,1324
21266,15.67,9.52,99.86,1.88,624,1294,1324
21361,15.48,10.22,99.85,1.89,623,1294,1324
21456,15.79,9.75,99.85,1.9,624,1294,1324
21551,15.65,8.93,99.85,1.91,625,1296,1326
21646,15.86,7.4,99.85,1.92,620,1296,1326
21741,15.38,9.87,99.85,1.93,624,1300,1330
21836,15.62,9.52,99.85,1.94,623,1301,1331
21931,15.68,9.17,99.85,1.95,624,1300,1330
22026,15.82,10.46,99.85,1.96,622,1300,1330
22121,15.17,11.99,99.85,1.97,623,1298,1328
22216,15.53,10.11,99.85,1.99,623,1296,1326
22311,15.58,9.17,99.85,2,624,1292,1322
22405,15.39,10.11,99.85,2.01,623,1286,1316
22500,15.48,9.75,99.84,2.02,621,1286,1316
22596,15.84,9.4,99.84,2.03,617,1286,1316
22691,15.48,9.28,99.84,2.04,613,1286,1316
22785,15.84,8.46,99.84,2.05,607,1286,1316
22880,15.27,10.34,99.84,2.06,595,1286,1316
22975,15.5,9.87,99.84,2.07,586,1286,1316
23070,15.86,10.11,99.84,2.08,576,1286,1316
23165,15.77,8.11,99.84,2.09,569,1288,1318
23260,15.7,9.52,99.84,2.1,559,1288,1318
23355,15.7,8.58,99.84,2.11,551,1288,1318
23450,15.89,8.34,99.84,2.12,549,1288,1318
23545,15.82,7.29,99.84,2.13,543,1288,1318
23640,15.55,9.4,99.84,2.14,540,1288,1318
23735,15.62,9.64,99.83,2.15,534,1288,1318
23829,15.74,9.17,99.83,2.16,532,1288,1318
23925,16.06,10.22,99.83,2.17,530,1288,1318
24020,15.62,8.34,99.83,2.18,528,1288,1318
24115,15.34,10.46,99.83,2.19,526,1288,1318
24209,15.84,9.52,99.83,2.2,529,1288,1318
24305,15.74,8.11,99.83,2.21,528,1288,1318
24399,15.8,9.52,99.83,2.22,531,1288,1318
24494,15.55,9.99,99.83,2.23,527,1286,1316
24589,15.7,10.58,99.83,2.25,527,1285,1315
24684,15.77,9.87,99.83,2.26,524,1286,1316
24779,15.48,9.64,99.83,2.27,523,1286,1316
24874,15.79,9.4,99.82,2.28,522,1286,1316
24969,15.67,9.99,99.82,2.29,516,1288,1318
25064,15.63,8.7,99.82,2.3,516,1292,1322
25159,15.65,8.93,99.82,2.31,516,1292,1322
25254,15.86,8.58,99.82,2.32,516,1292,1322
25349,15.6,10.81,99.82,2.33,514,1292,1322
25444,15.39,10.69,99.82,2.34,515,1292,1322
25539,15.67,11.52,99.82,2.35,517,1292,1322
25634,15.5,10.69,99.82,2.37,520,1292,1322
25728,15.62,11.75,99.82,2.38,526,1292,1322
25824,15.6,9.17,99.82,2.39,526,1292,1322
25918,15.94,9.75,99.82,2.4,532,1292,1322
26014,15.29,11.4,99.81,2.41,536,1292,1322
26108,15.62,8.58,99.81,2.42,545,1292,1322
26204,15.34,9.99,99.81,2.43,550,1292,1322
26299,15.91,9.52,99.81,2.44,557,1292,1322
26393,15.74,10.69,99.81,2.46,562,1292,1322
26488,15.51,9.05,99.81,2.47,566,1292,1322
26583,15.84,10.11,99.81,2.48,575,1292,1322
26678,15.79,9.87,99.81,2.49,576,1292,1322
26773,15.65,9.05,99.81,2.5,579,1292,1322
26868,15.63,9.99,99.81,2.51,584,1292,1322
26963,15.92,9.64,99.81,2.52,588,1292,1322
27058,15.46,9.87,99.81,2.53,590,1292,1322
27153,15.72,7.99,99.8,2.54,593,1292,1322
27248,15.89,9.28,99.8,2.55,595,1292,1322
27343,15.65,10.81,99.8,2.56,596,1292,1322
27438,15.7,9.17,99.8,2.57,599,1292,1322
27533,15.56,9.87,99.8,2.58,599,1292,1322
27628,15.96,9.75,99.8,2.59,598,1292,1322
27723,15.86,9.64,99.8,2.61,598,1292,1322
27818,15.84,8.11,99.8,2.61,597,1289,1319
27913,15.84,9.4,99.8,2.62,597,1286,1316
28007,15.82,9.4,99.8,2.64,598,1284,1314
28102,15.58,9.99,99.8,2.65,593,1282,1312
28197,15.77,8.46,99.8,2.66,591,1282,1312
28292,15.63,10.81,99.79,2.67,585,1282,1312
28387,15.56,10.69,99.79,2.68,579,1283,1313
28482,15.27,10.81,99.79,2.69,571,1283,1313
28577,15.68,11.05,99.79,2.7,565,1282,1312
28672,15.74,9.05,99.79,2.71,554,1284,1314
28767,15.75,10.11,99.79,2.72,545,1288,1318
28862,15.79,10.22,99.79,2.74,540,1290,1320
28957,15.46,11.4,99.79,2.75,536,1290,1320
29051,15.89,10.81,99.79,2.76,535,1290,1320
29147,15.53,10.22,99.79,2.77,534,1291,1321
29242,15.41,10.22,99.79,2.78,534,1291,1321
29337,15.55,10.22,99.78,2.8,537,1291,1321
29431,15.96,8.34,99.78,2.8,542,1291,1321
29526,15.53,9.28,99.78,2.81,543,1290,1320
29621,15.67,10.46,99.78,2.83,546,1291,1321
29716,15.63,10.93,99.78,2.84,553,1291,1321
29811,15.6,10.93,99.78,2.85,556,1291,1321
29906,15.65,9.28,99.78,2.86,562,1291,1321
30001,16.03,10.22,99.78,2.87,564,1291,1321
30096,15.89,9.52,99.78,2.88,570,1292,1322
30191,15.44,10.93,99.78,2.89,571,1291,1321
30286,15.62,9.4,99.78,2.91,574,1292,1322
30381,15.72,8.58,99.78,2.91,578,1291,1321
30476,15.98,9.05,99.78,2.92,585,1291,1321
30571,15.68,9.28,99.77,2.94,588,1291,1321
30666,15.5,9.52,99.77,2.95,589,1291,1321
30761,15.91,10.46,99.77,2.96,592,1291,1321
30856,15.6,11.52,99.77,2.97,594,1292,1322
30950,15.67,11.28,99.77,2.98,593,1292,1322
31045,15.79,11.05,99.77,3,593,1292,1322
31140,15.77,11.4,99.77,3.01,597,1292,1322
31235,15.82,9.99,99.77,3.02,595,1292,1322
31330,15.67,9.17,99.77,3.03,599,1292,1322
31425,16.06,7.99,99.77,3.04,599,1292,1322
31520,15.65,10.81,99.77,3.05,600,1292,1322
31615,15.75,8.93,99.76,3.06,605,1293,1323
31710,15.86,9.87,99.76,3.07,607,1293,1323
31805,15.77,7.99,99.76,3.08,609,1293,1323
31900,15.92,10.81,99.76,3.09,612,1293,1323
32053,15.75,8.93,99.76,3.1,617,1293,1323
32167,15.99,6.7,99.76,3.11,619,1292,1322
32279,15.6,9.87,99.76,3.13,623,1293,1323
32375,15.7,10.34,99.76,3.14,623,1292,1322
32469,15.98,8.46,99.76,3.15,622,1290,1320
32565,15.91,7.52,99.76,3.16,621,1291,1321
32659,15.24,11.87,99.76,3.17,624,1291,1321
32754,15.79,9.52,99.75,3.19,622,1291,1321
32850,15.38,10.93,99.75,3.2,623,1291,1321
32944,15.58,9.64,99.75,3.21,620,1291,1321
33039,15.39,10.58,99.75,3.22,623,1290,1320
33134,15.6,10.34,99.75,3.23,623,1290,1320
33229,15.7,11.87,99.75,3.24,621,1290,1320
33324,15.75,9.75,99.75,3.26,623,1289,1319
33419,15.8,10.11,99.75,3.27,622,1289,1319
33514,15.58,9.87,99.75,3.28,622,1289,1319
33609,15.68,10.81,99.75,3.29,622,1289,1319
33704,15.74,10.22,99.75,3.3,619,1288,1318
33799,15.92,9.52,99.75,3.31,620,1288,1318
33893,15.96,10.22,99.74,3.32,619,1288,1318
33989,15.79,11.05,99.74,3.33,616,1288,1318
34083,15.75,10.11,99.74,3.35,612,1288,1318
34179,15.62,10.58,99.74,3.36,609,1288,1318
34274,16.06,8.81,99.74,3.37,609,1288,1318
34368,15.48,10.11,99.74,3.38,608,1288,1318
34463,15.63,10.11,99.74,3.39,606,1288,1318
34558,15.51,10.58,99.74,3.4,606,1288,1318
34653,15.62,9.64,99.74,3.41,604,1288,1318
34748,15.6,9.99,99.74,3.42,602,1288,1318
34843,15.8,10.11,99.74,3.43,596,1288,1318
34938,15.96,9.28,99.73,3.45,597,1288,1318
35033,15.62,10.22,99.73,3.46,598,1288,1318
35128,15.7,8.7,99.73,3.47,594,1288,1318
35223,15.72,10.81,99.73,3.48,598,1288,1318
35318,15.43,9.52,99.73,3.49,598,1287,1317
35413,15.67,9.05,99.73,3.5,595,1286,1316
35508,15.7,9.87,99.73,3.51,595,1285,1315
35603,15.99,9.05,99.73,3.52,593,1284,1314
35698,15.72,10.46,99.73,3.53,587,1284,1314
35793,15.44,10.46,99.73,3.54,585,1284,1314
35887,15.55,9.4,99.73,3.55,578,1284,1314
35982,15.82,8.7,99.73,3.56,571,1284,1314
36077,15.96,7.17,99.73,3.57,567,1284,1314
36172,16.03,8.93,99.72,3.58,561,1284,1314
36267,15.84,9.99,99.72,3.59,554,1284,1314
36362,16.11,7.76,99.72,3.6,542,1284,1314
36457,15.67,9.17,99.72,3.61,534,1285,1315
36552,15.75,8.58,99.72,3.62,526,1285,1315
36647,15.84,9.17,99.72,3.63,521,1289,1319
36742,15.51,7.76,99.72,3.64,517,1293,1323
36837,15.82,8.93,99.72,3.65,517,1293,1323
36932,15.56,8.46,99.72,3.66,518,1293,1323
37027,15.89,8.46,99.72,3.67,520,1293,1323
37122,15.75,8.81,99.72,3.68,528,1293,1323
37217,15.65,10.58,99.72,3.69,533,1293,1323
37312,15.22,10.93,99.72,3.7,541,1276,1306
37407,15.8,7.99,99.71,3.71,548,1276,1306
37502,15.56,10.11,99.71,3.72,551,1277,1307
37597,15.86,9.64,99.71,3.73,547,1278,1308
37692,15.62,9.52,99.71,3.74,538,1281,1311
37787,15.75,8.23,99.71,3.75,528,1286,1316
37881,15.77,9.52,99.71,3.76,517,1288,1318
37976,15.68,9.17,99.71,3.77,508,1288,1318
38072,15.48,11.05,99.71,3.79,504,1288,1318
38166,16.1,9.52,99.71,3.8,501,1288,1318
38261,15.58,10.58,99.71,3.81,500,1287,1317
38356,15.65,11.63,99.71,3.82,505,1288,1318
38451,15.43,11.16,99.71,3.83,505,1288,1318
38546,15.8,9.28,99.7,3.84,505,1288,1318
38641,15.72,8.81,99.7,3.85,508,1288,1318
38736,15.98,8.58,99.7,3.86,508,1288,1318
38831,15.53,9.64,99.7,3.87,510,1288,1318
38926,15.77,9.4,99.7,3.88,510,1288,1318
39021,15.58,9.4,99.7,3.89,510,1288,1318
39116,15.36,9.75,99.7,3.91,511,1289,1319
39210,15.91,8.7,99.7,3.91,513,1290,1320
39305,15.53,10.46,99.7,3.93,516,1291,1321
39400,15.82,9.87,99.7,3.94,519,1291,1321
39495,15.84,9.87,99.7,3.95,523,1292,1322
39590,15.67,9.75,99.7,3.96,526,1292,1322
39685,15.75,9.52,99.69,3.97,530,1292,1322
39780,15.72,10.22,99.69,3.98,537,1292,1322
39876,15.56,9.64,99.69,3.99,543,1292,1322
39970,15.29,11.28,99.69,4,554,1292,1322
40065,15.89,8.7,99.69,4.01,562,1292,1322
40160,15.56,9.05,99.69,4.02,570,1292,1322
40255,15.82,9.28,99.69,4.03,575,1292,1322
40350,15.5,9.17,99.69,4.04,586,1292,1322
40445,15.67,8.93,99.69,4.05,596,1292,1322
40540,15.55,9.87,99.69,4.07,605,1292,1322
40635,15.48,9.64,99.69,4.08,617,1291,1321
40730,15.55,9.99,99.69,4.09,624,1292,1322
40825,15.5,11.16,99.68,4.1,620,1291,1321
40920,15.53,8.93,99.68,4.11,623,1291,1321
41015,16.03,9.05,99.68,4.12,622,1290,1320
41110,15.55,9.64,99.68,4.13,622,1287,1317
41205,15.72,9.99,99.68,4.14,623,1285,1315
41299,15.51,9.64,99.68,4.15,618,1285,1315
41395,15.48,8.81,99.68,4.16,616,1285,1315
41489,15.92,7.76,99.68,4.17,612,1285,1315
41585,15.89,10.11,99.68,4.18,606,1285,1315
41679,15.68,7.87,99.68,4.19,599,1285,1315
41774,16.16,7.52,99.68,4.2,600,1285,1315
41869,16.03,7.99,99.68,4.21,589,1285,1315
41964,15.98,8.7,99.68,4.22,589,1285,1315
42059,15.79,8.34,99.67,4.23,585,1285,1315
42154,15.91,9.28,99.67,4.24,583,1285,1315
42249,15.89,8.34,99.67,4.25,579,1285,1315
42344,15.29,9.99,99.67,4.26,576,1285,1315
42439,15.48,10.34,99.67,4.27,575,1285,1315
42534,15.96,8.23,99.67,4.28,571,1285,1315
42629,16.11,6.46,99.67,4.29,569,1284,1314
42724,15.65,7.52,99.67,4.29,570,1284,1314
42819,15.82,7.64,99.67,4.3,564,1284,1314
42913,15.91,9.28,99.67,4.31,561,1284,1314
43008,15.51,11.05,99.67,4.32,558,1284,1314
43103,15.8,9.28,99.67,4.33,554,1284,1314
43198,15.65,8.11,99.67,4.34,553,1284,1314
43293,15.92,7.29,99.67,4.35,551,1284,1314
43389,15.43,11.05,99.66,4.36,547,1284,1314
43484,15.62,9.28,99.66,4.37,543,1284,1314
43579,16.15,8.81,99.66,4.38,540,1284,1314
43673,15.63,9.75,99.66,4.4,537,1284,1314
43768,15.74,8.7,99.66,4.4,535,1284,1314
43863,15.84,9.52,99.66,4.42,533,1284,1314
43958,15.82,8.81,99.66,4.43,533,1281,1311
44053,16.04,7.17,99.66,4.43,531,1281,1311
44148,16.01,7.29,99.66,4.44,528,1281,1311
44243,15.87,7.64,99.66,4.45,523,1280,1310
44338,15.58,8.93,99.66,4.46,519,1281,1311
44433,15.87,8.34,99.66,4.47,511,1281,1311
44528,15.79,8.34,99.66,4.48,508,1286,1316
44623,15.6,9.05,99.65,4.49,502,1292,1322
44718,15.55,10.58,99.65,4.5,500,1292,1322
44812,15.48,8.93,99.65,4.51,499,1292,1322
44907,15.67,10.93,99.65,4.52,504,1291,1321
45002,15.68,10.34,99.65,4.53,510,1291,1321
45097,15.75,8.81,99.65,4.54,517,1291,1321
45192,15.58,11.28,99.65,4.56,521,1290,1320
45287,15.58,9.64,99.65,4.57,533,1290,1320
45382,15.51,9.28,99.65,4.58,543,1289,1319
45477,15.63,10.58,99.65,4.59,552,1290,1320
45572,15.67,11.16,99.65,4.6,558,1290,1320
45667,15.62,9.28,99.65,4.61,564,1289,1319
45762,15.65,8.81,99.64,4.62,570,1290,1320
45857,15.82,9.75,99.64,4.63,571,1290,1320
45952,15.84,8.11,99.64,4.64,574,1290,1320
46047,15.29,11.52,99.64,4.65,577,1290,1320
46142,15.48,10.81,99.64,4.67,576,1291,1321
46237,15.96,9.17,99.64,4.68,575,1291,1321
46332,15.91,7.05,99.64,4.68,579,1291,1321
46426,15.68,7.4,99.64,4.69,577,1290,1320
46521,15.31,11.87,99.64,4.71,578,1291,1321
46616,15.87,8.81,99.64,4.72,577,1291,1321
46711,15.68,10.34,99.64,4.73,580,1291,1321
46807,15.51,10.22,99.64,4.74,578,1291,1321
46901,15.55,10.58,99.63,4.75,579,1292,1322
46996,15.72,9.75,99.63,4.76,581,1293,1323
47091,15.84,10.69,99.63,4.77,581,1293,1323
47186,15.6,9.87,99.63,4.78,583,1293,1323
47281,15.6,10.58,99.63,4.8,587,1293,1323
47376,16.03,9.28,99.63,4.81,592,1292,1322
47471,15.82,11.05,99.63,4.82,597,1292,1322
47566,15.7,12.1,99.63,4.83,603,1292,1322
47661,15.82,8.93,99.63,4.84,607,1288,1318
47756,15.53,11.05,99.63,4.85,609,1284,1314
47851,15.39,10.22,99.63,4.86,612,1282,1312
47946,15.67,7.05,99.63,4.87,608,1283,1313
48041,15.8,8.58,99.62,4.88,604,1282,1312
48136,15.63,10.34,99.62,4.89,599,1284,1314
48231,15.39,10.11,99.62,4.9,589,1285,1315
48325,15.65,8.93,99.62,4.91,581,1285,1315
48421,15.98,9.52,99.62,4.93,575,1285,1315
48515,15.36,10.34,99.62,4.94,571,1285,1315
48611,15.72,8.23,99.62,4.95,566,1285,1315
48705,15.7,9.05,99.62,4.96,561,1285,1315
48800,15.58,9.52,99.62,4.97,558,1285,1315
48895,15.53,9.4,99.62,4.98,555,1284,1314
48990,15.65,9.75,99.62,4.99,553,1285,1315
49085,15.53,11.4,99.62,5,551,1284,1314
49180,16.01,10.22,99.61,5.01,550,1284,1314
49275,15.58,9.64,99.61,5.02,547,1281,1311
49370,15.77,9.52,99.61,5.03,547,1280,1310
49465,15.56,9.17,99.61,5.04,542,1280,1310
49560,15.7,9.05,99.61,5.05,540,1280,1310
49655,15.99,6.7,99.61,5.06,531,1280,1310
49750,15.72,7.17,99.61,5.07,522,1284,1314
49845,15.74,9.87,99.61,5.08,513,1293,1323
49939,15.91,10.69,99.61,5.09,507,1294,1324
50034,15.31,10.58,99.61,5.1,502,1294,1324
50129,15.53,10.22,99.61,5.11,507,1294,1324
50224,15.99,10.81,99.61,5.13,511,1293,1323
50319,15.5,9.87,99.6,5.14,522,1293,1323
50414,15.67,9.17,99.6,5.15,533,1292,1322
50509,15.43,10.81,99.6,5.16,546,1292,1322
50604,15.89,9.05,99.6,5.17,564,1289,1319
50699,15.68,9.52,99.6,5.18,572,1284,1314
50794,15.8,9.52,99.6,5.19,586,1280,1310
