Time (s),ESC signal (µs),Thrust (gf),Current (A),Torque (N·m),Voltage (V),Electrical Power (W),,,,,,,,,,,,,,,,,,,,,,,,,,,
441.88,1160.00,-88.62,1.86114273,-0.05,15.53570087,28.91415673,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.926995,1160.00,,1.862845117,,15.53553272,28.94029127,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.01,1160.00,-88.10,1.873615177,-0.05,15.53424551,29.10519816,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.068995,1160.00,,1.869770629,,15.53342918,29.04394965,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.172995,1160.00,,1.86335066,-0.05,15.53358587,28.94451749,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.255995,1160.00,-89.13,1.867834262,-0.05,15.53348455,29.01397464,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.304995,1160.00,,1.868509797,,15.53256726,29.02275409,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.380995,1160.00,-88.36,1.869092264,,15.53186533,29.03048934,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.44,1160.00,,1.865286167,-0.05,15.53279941,28.97311588,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.509995,1160.00,-87.83,1.866827324,,15.53232916,28.99617648,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.54,1160.00,,1.863651147,,15.53215796,28.94652399,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.60,1160.00,,1.871504701,-0.05,15.53216402,29.06851798,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.649995,1160.00,-87.55,1.870899061,,15.5311355,29.05718682,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.728995,1160.00,,1.869880917,-0.05,15.53127508,29.04163488,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.782,1160.00,-87.44,1.8603229,,15.53228719,28.89506954,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.862,1160.00,,1.86194211,-0.05,15.53225397,28.92015774,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.89,1160.00,,1.864430742,,15.53260799,28.95947185,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.951,1160.00,-86.84,1.863313017,,15.53142618,28.93990857,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.054,1160.00,,1.864065596,,15.53222943,28.95309451,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.13,1160.00,-86.61,1.866560995,-0.05,15.53,28.99070219,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.193995,1160.00,,1.867292459,,15.53097939,29.00088071,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.246,1160.00,-86.51,1.87,,15.53063959,28.99093557,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.317995,1160.00,,1.863517875,-0.05,15.53,28.94103661,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.368995,1160.00,,1.872971487,,15.52981247,29.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.451,1160.00,-88.17,1.874280077,-0.05,15.52899847,29.10569246,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.500995,1160.00,,1.866556618,,15.52933624,28.98638533,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.577995,1160.00,-87.92,1.869034372,,15.52879449,29.02385064,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.63,1160.00,,1.865166413,-0.05,15.52830219,28.9628677,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.71,1172.00,-88.49,1.867183729,,15.52779731,28.99325049,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.786,1182.00,,1.869149955,-0.05,15.52833265,29.02478228,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.855995,1192.00,-88.85,2.010934743,,15.51895268,31.20760113,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.91,1195.00,,2.155985072,,15.5103741,33.44013502,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.005995,1203.00,-89.12,2.544798106,-0.05,15.48213447,39.39890648,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.112,1208.00,,2.771826056,,15.46516312,42.86674209,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.198995,1213.00,-105.89,3.01724949,-0.05,15.4463026,46.60534866,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.257995,1218.00,,3.134642553,,15.43755538,48.39121799,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.34,1218.00,-119.75,3.348415632,-0.05,15.42253701,51.64106401,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.395995,1218.00,,3.481231188,,15.41209366,53.6530611,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.475995,1218.00,-132.19,3.636223722,,15.3986332,55.99287535,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.527,1218.00,,3.67,-0.05,15.39424149,56.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.605995,1218.00,-143.03,3.726876685,,15.39,57.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.662995,1218.00,,3.74835527,,15.38659584,57.67442758,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.738995,1218.00,-149.10,3.777066897,-0.06,15.3846392,58.10881142,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.804995,1218.00,,3.793809824,,15.38363704,58.36259335,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.87,1218.00,-151.72,3.801264199,-0.06,15.38201798,58.47111426,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.92,1218.00,,3.815142833,,15.38016587,58.67752961,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.00,1218.00,,3.821747783,-0.06,15.37877959,58.77381679,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.059995,1218.00,-153.59,3.827056404,,15.37802816,58.85258117,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.136995,1218.00,,3.828102006,-0.06,15.37778078,58.86771343,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.161,1218.00,-153.25,3.823455629,,15.37800257,58.79711051,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.23,1218.00,,3.829983877,,15.37603361,58.88996084,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.274995,1218.00,,3.83482486,-0.06,15.37612863,58.96476032,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.35,1218.00,-154.11,3.823238139,,15.37568242,58.78489545,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.403995,1218.00,,3.828853323,,15.37639452,58.87395924,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.483995,1218.00,-154.96,3.822325658,-0.06,15.37597612,58.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.596995,1218.00,,3.833977873,-0.06,15.3760815,58.95155623,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.679,1218.00,-156.61,3.835528603,,15.37476095,58.97033538,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.730995,1218.00,,3.829603487,-0.06,15.37419136,58.87705684,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.805995,1218.00,-156.10,3.834577019,,15.37425294,58.953757,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.86,1218.00,,3.827541866,,15.3728215,58.84011788,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.935995,1218.00,-156.83,3.828333019,-0.06,15.37236521,58.8505333,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.960995,1218.00,,3.832494643,,15.37207334,58.91338872,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.02,1218.00,,3.820025612,-0.06,15.3710381,58.71775924,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.072995,1218.00,,3.834982281,,15.37130414,58.94867901,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.149995,1218.00,-155.25,3.832996639,-0.06,15.37070806,58.91587233,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.201,1218.00,,3.828615293,,15.37066021,58.84834475,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.28,1218.00,-156.61,3.825505297,,15.37059982,58.80031103,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.372995,1218.00,,3.810537199,-0.06,15.37193602,58.57533401,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.45,1218.00,-153.99,3.813998623,-0.06,15.37107416,58.6252557,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.469995,1218.00,,3.813019387,,15.37056394,58.60825829,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.536995,1218.00,-154.72,3.819041324,,15.36978195,58.69783239,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.612995,1218.00,,3.82,-0.06,15.36962821,58.72274705,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.667995,1218.00,,3.833098663,,15.36870852,58.90977606,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.746,1218.00,-154.69,3.84,-0.06,15.36691203,58.96601378,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.796995,1218.00,,3.82888151,,15.36670403,58.83728894,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.88,1218.00,-154.69,3.83437713,,15.36608575,58.91936777,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.944995,1218.00,,3.823539873,-0.06,15.36648384,58.75436365,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,1218.00,-154.46,3.816507919,,15.36625264,58.6454249,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.131995,1218.00,-154.41,3.824321996,-0.06,15.36554002,58.76277269,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.188995,1218.00,,3.822067577,,15.36514515,58.72662311,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.26,1218.00,-155.63,3.845199339,-0.06,15.36295251,59.07361483,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.286995,1218.00,,3.844365613,,15.36308185,59.0613036,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.349,1218.00,,3.836440992,-0.06,15.36356763,58.94142064,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.398995,1218.00,,3.825778614,,15.36499235,58.78305914,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.479995,1228.00,-156.33,3.827196101,,15.36457633,58.80324662,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.545,1238.00,,3.815124792,-0.06,15.36386275,58.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.632995,1248.00,-156.51,4.009897287,,15.35042152,61.55361359,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.759995,1253.00,-157.35,4.362997945,-0.06,15.32446575,66.86061258,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.84,1255.00,,4.632808925,-0.06,15.30490562,70.90470334,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.91,1258.00,-168.25,4.85470037,,15.28730532,74.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.956995,1265.00,,4.954887156,,15.2790308,75.70587346,,,,,,,,,,,,,,,,,,,,,,,,,,, limit=12)
448.045,1270.00,-180.81,5.157256267,-0.06,15.26233171,78.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.108995,1270.00,,5.369600628,-0.06,15.24619668,81.86598727,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.13,1273.00,,5.441094736,,15.24035648,82.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.197995,1275.00,-193.42,5.63,,15.2263736,85.69077712,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.256995,1281.00,,5.786059038,,15.21527982,88.03650734,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.337995,1283.00,-203.20,5.965932103,-0.06,15.2009713,90.68796265,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.362,1283.00,,5.998563164,,15.19764106,91.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,1283.00,,6.226901532,-0.07,15.18121944,94.53195856,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.484995,1283.00,-217.08,6.339193444,,15.17116322,96.17293845,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.609995,1283.00,,6.487772493,-0.07,15.16019328,98.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,1283.00,-228.69,6.52287467,,15.15598678,98.86060227,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.719,1283.00,,6.536398475,-0.07,15.15299588,99.04601915,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.818995,1283.00,-233.20,6.565920358,,15.15008806,99.47427164,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.875995,1283.00,,6.578286732,-0.07,15.14874225,99.65277017,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.951,1283.00,-235.11,6.586196484,,15.14629965,99.75650547,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.00,1283.00,,6.587602454,,15.14569459,99.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.081995,1283.00,-235.81,6.590983848,-0.07,15.14413575,99.81475411,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.130995,1283.00,,6.60,,15.14328117,100.0131723,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.216995,1283.00,-235.94,6.609525033,-0.07,15.14277428,100.0865457,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.269995,1283.00,,6.64,,15.14110273,100.4645274,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,1283.00,,6.62084431,-0.07,15.14177813,100.2513556,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.394995,1283.00,-235.94,6.618609937,,15.14242008,100.221772,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.474995,1283.00,,6.62,-0.07,15.14086916,100.2158358,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.524995,1283.00,-235.95,6.606981671,,15.14103534,100.036543,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.600995,1283.00,,6.63,-0.07,15.13829143,100.429592,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.657,1283.00,,6.625108618,,15.13799355,100.2908515,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.733,1283.00,-235.59,6.625093258,,15.13627364,100.2792244,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.795,1283.00,,6.62,-0.07,15.1367648,100.1727124,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.853995,1283.00,-235.25,6.62,,15.1352428,100.2220653,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.926995,1283.00,,6.618121665,-0.07,15.13413835,100.1595689,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.987995,1283.00,-234.63,6.61868836,,15.13290375,100.1599739,,,,,,,,,,,,,,,,,,,,,,,,,,,
450.060995,1283.00,,6.625886648,-0.07,15.13172675,100.2611062,,,,,,,,,,,,,,,,,,,,,,,,,,,
450.127995,1283.00,,6.624447316,,15.12995218,100.2275711,,,,,,,,,,,,,,,,,,,,,,,,,,,
450.194995,1283.00,-233.18,6.62375394,-0.07,15.12998506,100.2172982,,,,,,,,,,,,,,,,,,,,,,,,,,,
450.268995,1283.00,-233.32,6.620627047,,15.12996589,100.1698614,,,,,,,,,,,,,,,,,,,,,,,,,,,
450.314995,1283.00,,6.644085848,,15.12947591,100.5215368,,,,,,,,,,,,,,,,,,,,,,,,,,,
450.398995,1283.00,-233.27,6.642892868,-0.07,15.13006799,100.5074207,,,,,,,,,,,,,,,,,,,,,,,,,,,
450.451,1283.00,,6.633341329,,15.13,100.3495084,,,,,,,,,,,,,,,,,,,,,,,,,,,
450.529995,1283.00,,6.623994723,-0.07,15.12814099,100.2087261,,,,,,,,,,,,,,,,,,,,,,,,,,,
450.585,1283.00,-233.45,6.614564652,,15.12658016,100.0557424,,,,,,,,,,,,,,,,,,,,,,,,,,,
450.657,1283.00,,6.633476029,-0.07,15.12445409,100.3277036,,,,,,,,,,,,,,,,,,,,,,,,,,,
450.697,1283.00,,6.610842721,,15.12565412,99.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
450.775995,1283.00,-235.19,6.629536146,,15.1249087,100.2711289,,,,,,,,,,,,,,,,,,,,,,,,,,,
450.836995,1283.00,,6.62362893,-0.07,15.1248732,100.1815477,,,,,,,,,,,,,,,,,,,,,,,,,,,
450.96,1283.00,-235.77,6.631460568,,15.12564174,100.3050968,,,,,,,,,,,,,,,,,,,,,,,,,,,
451.024995,1283.00,-235.79,6.632904545,-0.07,15.12441321,100.3187891,,,,,,,,,,,,,,,,,,,,,,,,,,,
451.069995,1283.00,,6.61,,15.12331202,100.0325544,,,,,,,,,,,,,,,,,,,,,,,,,,,
451.16,1283.00,-235.80,6.621819016,-0.07,15.12231646,100.1372427,,,,,,,,,,,,,,,,,,,,,,,,,,,
451.220995,1283.00,,6.628190343,,15.12193312,100.2310511,,,,,,,,,,,,,,,,,,,,,,,,,,,
451.29,1283.00,-236.19,6.628844987,-0.07,15.12,100.2374195,,,,,,,,,,,,,,,,,,,,,,,,,,,
451.346995,1283.00,,6.63,,15.11995488,100.2283547,,,,,,,,,,,,,,,,,,,,,,,,,,,
451.429995,1283.00,,6.635154219,-0.07,15.11909104,100.3175007,,,,,,,,,,,,,,,,,,,,,,,,,,,
451.479995,1283.00,-237.34,6.627709853,,15.11918168,100.2055494,,,,,,,,,,,,,,,,,,,,,,,,,,,
451.559995,1283.00,,6.630374745,-0.07,15.11825279,100.2396815,,,,,,,,,,,,,,,,,,,,,,,,,,,
451.621995,1283.00,-237.69,6.634345493,,15.11761299,100.2954676,,,,,,,,,,,,,,,,,,,,,,,,,,,
451.675995,1283.00,,6.64155462,,15.11787917,100.4062202,,,,,,,,,,,,,,,,,,,,,,,,,,,
451.76,1286.00,-237.06,6.641131243,-0.07,15.11567308,100.3851688,,,,,,,,,,,,,,,,,,,,,,,,,,,
451.842995,1306.00,,6.635646288,-0.07,15.1153761,100.3002893,,,,,,,,,,,,,,,,,,,,,,,,,,,
451.979995,1321.00,-236.69,6.713458906,,15.11005387,101.4407257,,,,,,,,,,,,,,,,,,,,,,,,,,,
452.032,1323.00,,7.075236502,-0.07,15.08594844,106.7366531,,,,,,,,,,,,,,,,,,,,,,,,,,,
452.130995,1331.00,-238.79,7.80,,15.03020447,117.2858332,,,,,,,,,,,,,,,,,,,,,,,,,,,
452.184995,1333.00,,8.034838838,-0.07,15.0079434,120.5864065,,,,,,,,,,,,,,,,,,,,,,,,,,,
452.260995,1333.00,-254.70,8.50908227,,14.97441672,127.4185438,,,,,,,,,,,,,,,,,,,,,,,,,,,
452.287995,1333.00,,8.617065725,-0.07,14.96321067,128.9389698,,,,,,,,,,,,,,,,,,,,,,,,,,,
452.362995,1336.00,-274.33,8.99,,14.93826295,134.3602879,,,,,,,,,,,,,,,,,,,,,,,,,,,
452.425,1336.00,,9.21,,14.93206775,137.5445574,,,,,,,,,,,,,,,,,,,,,,,,,,,
452.478995,1338.00,,9.419622747,-0.08,14.92980117,140.6330947,,,,,,,,,,,,,,,,,,,,,,,,,,,
452.56,1343.00,-298.73,9.56,,14.9148063,142.5998821,,,,,,,,,,,,,,,,,,,,,,,,,,,
452.617995,1343.00,,9.520607809,-0.08,14.9020792,141.8768516,,,,,,,,,,,,,,,,,,,,,,,,,,,
452.675,1343.00,-306.60,9.62215705,,14.90097884,143.3795586,,,,,,,,,,,,,,,,,,,,,,,,,,,
452.755995,1343.00,,9.73,-0.08,14.88631386,144.8654273,,,,,,,,,,,,,,,,,,,,,,,,,,,
452.800995,1343.00,,9.86,,14.88031255,146.7164343,,,,,,,,,,,,,,,,,,,,,,,,,,,
452.922995,1343.00,-313.11,9.800909258,,14.86269271,145.6679026,,,,,,,,,,,,,,,,,,,,,,,,,,,
453.00,1343.00,-314.74,9.894111907,-0.08,14.85753479,147.0021119,,,,,,,,,,,,,,,,,,,,,,,,,,,
453.045995,1343.00,,9.949802906,,14.8633071,147.8869762,,,,,,,,,,,,,,,,,,,,,,,,,,,
453.13,1343.00,-319.90,9.890754547,-0.08,14.85536879,146.9308064,,,,,,,,,,,,,,,,,,,,,,,,,,,
453.18,1343.00,,9.983302326,,14.85534013,148.3053516,,,,,,,,,,,,,,,,,,,,,,,,,,,
453.260995,1343.00,-322.37,10.04,-0.08,14.8510526,149.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
453.286995,1343.00,,10.11083692,,14.85072358,150.1532442,,,,,,,,,,,,,,,,,,,,,,,,,,,
453.349995,1343.00,,10.19444076,-0.08,14.84619125,151.3486171,,,,,,,,,,,,,,,,,,,,,,,,,,,
453.400995,1343.00,,10.07059115,,14.84417763,149.4896438,,,,,,,,,,,,,,,,,,,,,,,,,,,
453.48,1343.00,-322.54,10.17391959,,14.84615527,151.0435899,,,,,,,,,,,,,,,,,,,,,,,,,,,
453.528995,1343.00,,10.11042656,-0.08,14.8453077,150.0923932,,,,,,,,,,,,,,,,,,,,,,,,,,,
453.605995,1343.00,-321.94,10.09177775,,14.84616258,149.8241732,,,,,,,,,,,,,,,,,,,,,,,,,,,
453.694995,1343.00,,10.19181143,,14.84800947,151.3281126,,,,,,,,,,,,,,,,,,,,,,,,,,,
453.78,1343.00,-322.37,10.11500205,-0.08,14.84449361,150.1520833,,,,,,,,,,,,,,,,,,,,,,,,,,,
453.831,1343.00,,10.18778851,,14.84465672,151.2342231,,,,,,,,,,,,,,,,,,,,,,,,,,,
453.911995,1343.00,-322.17,10.16140212,,14.84370941,150.8329002,,,,,,,,,,,,,,,,,,,,,,,,,,,
453.971995,1343.00,,9.969942388,-0.08,14.85047511,148.0583813,,,,,,,,,,,,,,,,,,,,,,,,,,,
454.018,1343.00,-322.09,10.10328432,,14.84264879,149.9595007,,,,,,,,,,,,,,,,,,,,,,,,,,,
454.103995,1343.00,,10.07664066,-0.08,14.83912134,149.5284935,,,,,,,,,,,,,,,,,,,,,,,,,,,
454.166,1343.00,,10.21563717,,14.84250676,151.6256639,,,,,,,,,,,,,,,,,,,,,,,,,,,
454.242995,1343.00,-322.02,10.1346711,-0.08,14.83908678,150.389264,,,,,,,,,,,,,,,,,,,,,,,,,,,
454.354995,1343.00,,10.18865418,,14.83064551,151.1043183,,,,,,,,,,,,,,,,,,,,,,,,,,,
454.438995,1343.00,-324.11,10.14461892,-0.08,14.82892197,150.4337623,,,,,,,,,,,,,,,,,,,,,,,,,,,
454.498995,1343.00,-324.57,10.25978462,,14.82438449,152.094992,,,,,,,,,,,,,,,,,,,,,,,,,,,
454.550995,1343.00,,10.27522852,,14.82658031,152.3465008,,,,,,,,,,,,,,,,,,,,,,,,,,,
454.63,1343.00,-324.89,10.19663883,-0.08,14.82810133,151.1967938,,,,,,,,,,,,,,,,,,,,,,,,,,,
454.672995,1343.00,,10.18,,14.8269256,150.9664951,,,,,,,,,,,,,,,,,,,,,,,,,,,
454.75,1343.00,-323.69,10.03703674,-0.08,14.82502305,148.799301,,,,,,,,,,,,,,,,,,,,,,,,,,,
454.796995,1343.00,,10.09655788,,14.82405163,149.6718953,,,,,,,,,,,,,,,,,,,,,,,,,,,
454.88,1343.00,,10.09021044,-0.08,14.82081931,149.5451857,,,,,,,,,,,,,,,,,,,,,,,,,,,
454.926995,1343.00,-322.97,10.18217235,,14.82707486,150.9718316,,,,,,,,,,,,,,,,,,,,,,,,,,,
455.001995,1343.00,,10.17294156,-0.08,14.82727924,150.8370451,,,,,,,,,,,,,,,,,,,,,,,,,,,
455.060995,1343.00,,10.16879708,,14.82816988,150.7846506,,,,,,,,,,,,,,,,,,,,,,,,,,,
455.18,1343.00,-322.67,10.15218049,-0.08,14.82879475,150.5446007,,,,,,,,,,,,,,,,,,,,,,,,,,,
455.255995,1343.00,-323.93,10.15227076,,14.82380753,150.4953078,,,,,,,,,,,,,,,,,,,,,,,,,,,
455.291995,1343.00,,10.16320649,,14.82374078,150.6567384,,,,,,,,,,,,,,,,,,,,,,,,,,,
455.38,1343.00,-324.90,10.1188601,-0.08,14.81965719,149.9580378,,,,,,,,,,,,,,,,,,,,,,,,,,,
455.431995,1343.00,,10.19463925,,14.8140711,151.0241107,,,,,,,,,,,,,,,,,,,,,,,,,,,
455.509995,1343.00,-326.50,10.20155337,-0.08,14.81681625,151.1545417,,,,,,,,,,,,,,,,,,,,,,,,,,,
455.573995,1343.00,,10.17917011,,14.82080017,150.8634461,,,,,,,,,,,,,,,,,,,,,,,,,,,
455.635995,1343.00,,10.25153797,-0.08,14.81677769,151.8947592,,,,,,,,,,,,,,,,,,,,,,,,,,,
455.708995,1343.00,-327.36,10.14226782,,14.81345429,150.2420206,,,,,,,,,,,,,,,,,,,,,,,,,,,
455.774995,1348.00,,10.25040053,-0.08,14.80641162,151.7716495,,,,,,,,,,,,,,,,,,,,,,,,,,,
455.898,1369.00,-328.38,10.23096156,,14.80263634,151.4452034,,,,,,,,,,,,,,,,,,,,,,,,,,,
455.983995,1389.00,-328.59,10.32428578,-0.08,14.80423718,152.8431754,,,,,,,,,,,,,,,,,,,,,,,,,,,
456.07,1400.00,,11.00674162,-0.08,14.75016439,162.3512483,,,,,,,,,,,,,,,,,,,,,,,,,,,
456.126995,1400.00,-329.33,11.96603434,,14.68526832,175.7244249,,,,,,,,,,,,,,,,,,,,,,,,,,,
456.181995,1400.00,,12.8120705,,14.62466503,187.3722395,,,,,,,,,,,,,,,,,,,,,,,,,,,
456.259995,1400.00,-350.41,13.65780809,-0.08,14.56453168,198.9195787,,,,,,,,,,,,,,,,,,,,,,,,,,,
456.279995,1400.00,,13.7996225,,14.55471615,200.8495884,,,,,,,,,,,,,,,,,,,,,,,,,,,
456.335,1400.00,,14.07525148,,14.53491784,204.5826239,,,,,,,,,,,,,,,,,,,,,,,,,,,
456.407995,1400.00,-391.80,14.33951736,-0.09,14.51316179,208.1117354,,,,,,,,,,,,,,,,,,,,,,,,,,,
456.444995,1400.00,,14.42614588,,14.50579504,209.2627154,,,,,,,,,,,,,,,,,,,,,,,,,,,
456.524995,1400.00,,14.54587286,-0.09,14.49473399,210.8385577,,,,,,,,,,,,,,,,,,,,,,,,,,,
456.576995,1400.00,-410.46,14.57843031,,14.4874084,211.2036738,,,,,,,,,,,,,,,,,,,,,,,,,,,
456.661,1400.00,,14.63292986,-0.09,14.48186189,211.9120694,,,,,,,,,,,,,,,,,,,,,,,,,,,
456.716995,1400.00,-415.75,14.65290625,,14.48107051,212.1897687,,,,,,,,,,,,,,,,,,,,,,,,,,,
456.792995,1400.00,,14.69430198,,14.47791556,212.7428634,,,,,,,,,,,,,,,,,,,,,,,,,,,
456.817995,1400.00,,14.70219217,-0.09,14.47712981,212.8455445,,,,,,,,,,,,,,,,,,,,,,,,,,,
456.886995,1400.00,-418.22,14.71610316,,14.4754292,213.0219093,,,,,,,,,,,,,,,,,,,,,,,,,,,
456.951995,1400.00,,14.73377365,-0.09,14.47270557,213.237568,,,,,,,,,,,,,,,,,,,,,,,,,,,
457.005995,1400.00,,14.73578025,,14.47032487,213.2315274,,,,,,,,,,,,,,,,,,,,,,,,,,,
457.085,1400.00,-418.59,14.7360662,-0.09,14.46967528,213.2260928,,,,,,,,,,,,,,,,,,,,,,,,,,,
457.150995,1400.00,-418.65,14.73473343,,14.46686156,213.1653486,,,,,,,,,,,,,,,,,,,,,,,,,,,
457.201,1400.00,,14.88897602,,14.45557978,215.2287806,,,,,,,,,,,,,,,,,,,,,,,,,,,
457.278995,1400.00,,14.82135787,-0.09,14.45917943,214.3046728,,,,,,,,,,,,,,,,,,,,,,,,,,,
457.332995,1400.00,-417.96,14.76402066,,14.46293858,213.531124,,,,,,,,,,,,,,,,,,,,,,,,,,,
457.461995,1400.00,,14.70708678,-0.09,14.46566662,212.7478143,,,,,,,,,,,,,,,,,,,,,,,,,,,
457.539,1400.00,-416.97,14.6926222,,14.46449887,212.5214172,,,,,,,,,,,,,,,,,,,,,,,,,,,
